planner,map_type,obstacle_ratio,agents,steps,seeds,vanilla_throughput_mean,vanilla_throughput_std,neural_throughput_mean,neural_throughput_std,throughput_improvement_pct,vanilla_wait_ratio_mean,neural_wait_ratio_mean,vanilla_no_progress_ratio_mean,neural_no_progress_ratio_mean,vanilla_stuck_ratio_mean,neural_stuck_ratio_mean,vanilla_collisions_mean,neural_collisions_mean
pibt,random_obstacle,0.1,40,500,"1,2,3,4,5",1.5864,0.1957892744764125,1.7175999999999998,0.018821264569629764,8.270297528996455,0.06942,0.01336,0.09068000000000001,0.028810000000000002,0.05665,0.0016599999999999996,0.0,0.0
pibt,random_obstacle,0.15,40,500,"1,2,3,4,5",1.212,0.3705412257765659,1.6224,0.07853050362757134,33.86138613861387,0.26454,0.05169,0.2934,0.07248999999999999,0.25339,0.039319999999999994,5.6,0.0
pibt,random_obstacle,0.2,40,500,"1,2,3,4,5",0.49640000000000006,0.24618497110912357,1.4912,0.0997484836977485,200.4029008863819,0.67707,0.06352,0.68972,0.09661,0.66966,0.04627,0.4,0.0
pibt,random_obstacle,0.25,40,500,"1,2,3,4,5",0.26480000000000004,0.13874638734035566,1.1716,0.3183040056298381,342.44712990936546,0.7727799999999999,0.17770000000000002,0.79877,0.23003999999999997,0.76524,0.15772,2.4,7.2
