planner,map_type,obstacle_ratio,agents,steps,seeds,vanilla_throughput_mean,vanilla_throughput_std,neural_throughput_mean,neural_throughput_std,throughput_improvement_pct,vanilla_wait_ratio_mean,neural_wait_ratio_mean,vanilla_no_progress_ratio_mean,neural_no_progress_ratio_mean,vanilla_stuck_ratio_mean,neural_stuck_ratio_mean,vanilla_collisions_mean,neural_collisions_mean
greedy,random_obstacle,0.1,24,500,"1,2,3,4,5",1.0076,0.08744735559180739,1.0744,0.011825396399275597,6.629614926558154,0.05495,0.007533333333333334,0.06541666666666666,0.016383333333333333,0.04791666666666668,0.0009166666666666666,0.0,0.0
greedy,random_obstacle,0.15,24,500,"1,2,3,4,5",0.8276,0.21998690870140433,1.0328000000000002,0.024350770008359102,24.794586756887405,0.17414999999999997,0.0099,0.19441666666666665,0.022933333333333333,0.16681666666666667,0.0018666666666666669,0.0,0.0
greedy,random_obstacle,0.2,24,500,"1,2,3,4,5",0.6656,0.31707260998074244,0.9747999999999999,0.0321645767887594,46.45432692307691,0.3139,0.01651666666666667,0.3365166666666667,0.040966666666666665,0.3021333333333333,0.0077,0.0,0.0
greedy,random_obstacle,0.25,24,500,"1,2,3,4,5",0.32080000000000003,0.1856301699616741,0.8328,0.07829789269194927,159.6009975062344,0.6098833333333333,0.06888333333333332,0.6397666666666666,0.1044,0.5986,0.05845,0.0,0.0
